,ProfileName,Text
328377,c f hill cfh,"['emerils', 'easy', 'bold', 'coffee', 'kcups', 'make', 'good', 'coffee', 'hrefhttpwwwamazoncomgpproductb000aqpmhakeurig', 'elite', 'gourmet', 'singlecup', 'homebrewing', 'systema', 'strong', 'tasting', 'brew', 'much', 'flavor', 'kick', 'hrefhttpwwwamazoncomgpproductb0029xdzikcoffee', 'people', 'donut', 'shop', 'kcups', 'keurig', 'brewer', 'pack', 'amazon', 'frustrationfree', 'packaginga', 'generally', 'drink', 'morningbr', 'note', 'wife', 'find', 'bitter', 'small', 'setting', 'liking', 'think', 'taste', 'great', 'either', 'waybr', 'highly', 'recommendedbr']"
328635,gary peterson,"['interesting', 'product', 'dont', 'know', 'whether', 'call', 'cracker', 'cooky', 'found', 'nearby', 'fresh', 'easy', 'store', 'square', 'shape', 'thinness', 'crispness', 'cracker', 'interesting', 'chocolatevanilla', 'taste', 'thats', 'like', 'cookie', 'referred', 'cooky', 'along', 'using', 'like', 'cracker', 'plan', 'continuebr', 'theyre', 'quite', 'good', 'theyre', 'mildly', 'although', 'distinctly', 'flavored', 'slightly', 'sweet', 'salt', 'content', 'calorie', 'count', 'modest', 'theyre', 'quite', 'crispy', 'crunchy', 'well', 'whole', 'variety', 'thing', 'especially', 'enjoy', 'unconventional', 'cookie', 'prefer', 'conventional', 'kind', 'kinda', 'strange', 'product', 'theyre', 'quite', 'delicious', 'like', 'thembr', 'gary', 'peterson']"
328773,jessica,"['boston', 'terrier', 'toby', 'recently', 'teeth', 'cleaned', 'wasnt', 'feeling', 'well', 'take', 'pill', 'heal', 'extraction', 'also', 'wasnt', 'able', 'take', 'pill', 'dinner', 'grated', 'bowl', 'used', 'disguise', 'antibiotic', 'pill', 'food', 'roll', 'amazing', 'food', 'treat', 'nice', 'soft', 'mold', 'around', 'pill', 'med', 'go', 'crazy', 'stuff', 'think', 'totally', 'forgot', 'teeth', 'pulled', 'started', 'giving', 'thats', 'happy', 'made', 'love']"
328864,stephanie,"['bought', 'costco', 'bottle', 'bigger', 'little', 'disappointed', 'received', 'ordered', 'using', 'table', 'favor', 'didnt', 'appeal', 'could']"
328941,stephanie,"['good', 'vanilla', 'coffee', 'green', 'mountain', 'prefer', 'nice', 'sweet', 'flavor']"
329080,lisa,"['best', 'around', 'must', 'amazon', 'ship', 'quickly', 'piece', 'recommend', 'coffee', 'well', 'going', 'amazon', 'order', 'coffee', 'thank', 'great', 'experience']"
329157,karen,"['coffee', 'awesome', 'kinda', 'bold', 'sweetness', 'excellent', 'say', 'international', 'carmel', 'macchiado', 'creamer', 'find', 'dairy', 'section']"
329168,lisa,"['favorite', 'flavored', 'coffee', 'usually', 'coconut', 'coffee', 'deliciously', 'coconuttychocolaty', 'love']"
329575,sarah,"['dog', 'love', 'giving', 'treat', 'year', 'issue', 'reason', 'give', 'star', 'instead', 'doe', 'help', 'dog', 'minor', 'tartar', 'build', 'like', 'supposed', 'great', 'treat']"
329584,laura,"['year', 'pomeranian', 'greenies', 'since', '3mos', 'tell', 'gone', 'several', 'time', 'first', 'year', 'different', 'reason', 'first', 'time', 'happy', 'healthy', 'smile', 'hoped', 'continued', 'still', 'puppy', 'since', 'moved', 'another', 'city', 'different', 'excited', 'said', 'excited', 'baby', 'gum', 'teeth', 'asked', 'take', 'picture', 'foxysmy', 'baby', 'teeth', 'post', 'website', 'asked', 'brush', 'daily', 'said', 'nope', 'weve', 'using', 'greenies', 'doe', 'count', 'said', 'added', 'detail', 'healthy', 'aspect', 'buying', 'store', 'ridiculous', 'price', 'pack', 'kidding', 'price', 'come', 'pack', 'buying', 'ever', 'since', 'give', 'everyday', 'even', 'recognizes', 'word', 'greenies', 'follows', 'pantry', 'time', 'previous', 'review', 'read', 'storing', 'container', 'come', 'caused', 'maggot', 'really', 'grossed', 'outhas', 'never', 'happened', 'case', 'dump', 'snap', 'seal', 'clear', 'plastic', 'container']"
329605,mary,"['year', 'jack', 'russle', 'teeth', 'worn', 'year', 'greenies', 'great', 'hard', 'chew', 'love', 'every', 'evening', 'want', 'greenie', 'come', 'running', 'treat', 'eats']"
329647,chris,"['molly', 'cocoa', 'cocker', 'spaniel', 'said', 'tell', 'love', 'greenies', 'cant', 'think', 'anything', 'would', 'rather', 'munch', 'size', 'right', 'easy', 'chew', 'easy', 'digest', 'fact', 'come', 'lite', 'bonus', 'help', 'keep', 'calorie', 'content', 'winter', 'dont', 'much', 'exercise', 'would', 'highly', 'recommend', 'greenies', 'great', 'treat', 'help', 'clean', 'dog', 'teeth', 'eliminate', 'breath']"
329834,jessica,"['love', 'treat', 'give', 'reward', 'brush', 'teeth', 'cant', 'determine', 'point', 'help', 'clean', 'teeth']"
330037,chris,"['happy', 'service', 'company', 'fast', 'shipping', 'great', 'communication', 'also', 'product', 'help', 'keep', 'dog', 'teeth', 'clean', 'breath', 'smelling', 'great', 'get', 'greenies', 'every', 'night', 'reminds', 'time', 'greenies']"
330170,mike,"['live', 'protein', 'opposed', 'dead', 'whey', 'protein', 'easily', 'absorbed', 'therefore', 'take', 'le', 'must', 'keep', 'protein', 'using', 'fridge', 'rest', 'must', 'kept', 'freezer', 'order', 'preserve', 'also', 'whey', 'found', 'better', 'result', 'hemp', 'need', 'know', 'front', 'taste', 'alfalfa', 'smell', 'take', 'getting', 'used', 'used', 'kinda', 'like', 'nutty', 'flavor']"
330194,anonymous,"['packaging', 'loose', 'product', 'tasted', 'rancid', 'ordered', 'issue', 'threw', 'away', 'last', 'year', 'product', 'tight', 'tasted', 'great', 'order', 'waste', 'money']"
330428,sarah,"['frenchpress', 'brew', 'really', 'delicious', 'coffee', 'holding', 'buying', 'expensive', 'keurig', 'machine', 'product', 'perfect', 'kitchen', 'little', 'counter', 'space', 'easy', 'brew', 'great', 'coffee', 'simple', 'clean', 'store', 'cabinet', 'love']"
330626,jessica,"['sugar', 'probably', 'artificial', 'whatever', 'theyre', 'organic', 'blah', 'blah', 'blah', 'theyre', 'tasty', 'super', 'convenient', 'delivered', 'office', 'subscribe', 'save', 'doesnt', 'much', 'convenient', 'looking', 'fruit', 'piece', 'crunchy', 'nut', 'oaty', 'oat', 'think', 'apple', 'best', 'flavor', 'though', 'peach', 'pretty', 'good', 'berry', 'quite', 'acceptable', 'tart', 'havent', 'tried', 'cherry', 'dont', 'like', 'cherriesbr', 'recommend', 'using', 'water', 'totheline', 'fill', 'good', 'centimeter', 'kinda', 'imprecise', 'line', 'awhile', 'absorb']"
330627,laura,"['delicious', 'favorite', 'series', 'love', 'flavor', 'combination', 'real', 'fruit', 'crunchy', 'almond', 'dont', 'think', 'often', 'find', 'real', 'peach', 'flavor', 'oatmeal', 'find']"
330740,david,"['youre', 'carb', 'diet', 'even', 'want', 'really', 'best', 'lowcarb', 'chip', 'buybr', 'tastetexture', 'dont', 'really', 'taste', 'like', 'chip', 'honestly', 'close', 'enough', 'dorito', 'work', 'texture', 'different', 'little', 'lighter', 'chip', 'positive', 'people', 'definitely', 'chili', 'nacho', 'cheese', 'flavor', 'opinion', 'closest', 'youre', 'going', 'real', 'chip', 'youre', 'looking', 'carb', 'havent', 'tried', 'flavor', 'thoughbr', 'size', 'bag', 'small', 'much', 'smaller', 'regular', 'small', 'sized', 'chip', 'might', 'find', 'eating', 'snack', 'thoughbr', 'price', 'pretty', 'good', 'bulk', 'pack', 'product', 'although', 'work', 'dollar', 'little', 'pricey', 'guess', 'look', 'dollar', 'pack', 'somehow', 'seems', 'like', 'better', 'deal', 'also', 'like', 'sign', 'regular', 'delivery', 'shave', 'dollar', 'order', 'includes', 'free', 'shipping', 'really', 'cant', 'beat', 'considering', 'high', 'price', 'speciality', 'product', 'pretty', 'inexpensivebr', 'overall', 'good', 'purchase', 'carb', 'dieter', 'tasty', 'chip', 'substitute', 'something', 'even', 'fan', 'traditional', 'chip', 'enjoy', 'good', 'value']"
330803,mike,"['found', 'kays', 'natural', 'food', 'pretty', 'good', 'wasnt', 'really', 'impressed', 'chip', 'though', 'dont', 'know', 'order']"
330893,c f hill cfh,"['timothy', 'colombian', 'decaffeinated', 'kcups', 'good', 'tasting', 'coffee', 'like', 'coffee', 'long', 'need', 'switch', 'decaf', 'later', 'good', 'substitute', 'normal', 'type', 'hrefhttpwwwamazoncomgpproductb0029xdzikcoffee', 'people', 'donut', 'shop', 'kcups', 'keurig', 'brewer', 'pack', 'amazon', 'frustrationfree', 'packaginga', 'quite', 'strong', 'tastingbr', 'observation', 'us', 'kcups', 'made', 'small', 'setting', 'serf', 'fine', 'since', 'half', 'half', 'evening', 'coffeebr', 'recommendedbr']"
331047,gary peterson,"['usually', 'jerky', 'large', 'bag', 'find', 'costco', 'well', 'picked', '325ounce', 'jack', 'link', 'original', 'beef', 'jerky', 'mesquite', 'smoked', 'nearby', 'fresh', 'easy', 'neighborhood', 'market', 'jerky', 'excellent', 'wonderful', 'flavor', 'thin', 'sliced', 'real', 'good', 'jerky', 'went', 'report', 'amazon', 'review', 'know', 'kind', 'jack', 'link', 'jerky', 'amazed', 'didnt', 'listing', '35ounce', 'bag', 'particular', 'kind', 'right', 'report', 'product', 'differentsized', 'really', 'good', 'jerky', 'betterbr', 'gary', 'peterson']"
331111,steve,"['word', 'cant', 'describe', 'stuff', 'bought', 'purely', 'intense', 'heat', 'tast', 'horrible', 'absolutly', 'terable', 'sauce', 'extract', 'probably', 'tiny', 'drop', 'entire', 'dish', 'would', 'living', 'warned', 'week', 'hearted']"
331197,lynrie oh hell no,"['really', 'good', 'noted', 'another', 'reviewer', 'meal', 'provides', 'foundation', 'yummy', 'meal', 'cheap', 'catch', 'sale', 'le', 'buck', 'cant', 'beat', 'sold', 'quickly', 'back', 'order', 'supermarket', 'sale', 'stock', 'freezer', 'ground', 'turkey', 'beef', 'chicken', 'hard', 'soft', 'taco', 'allows', 'whip', 'meal', 'appeal', 'entire', 'family', 'minimal', 'fuss', 'stop', 'teenager', 'fast', 'food', 'season', 'warm', 'bean', 'black', 'pinto', 'kidney', 'taco', 'toobr', 'havent', 'found', 'busted', 'taco', 'shell', 'make', 'frito', 'chili', 'taco', 'chip', 'salad', 'eaten', 'fork', 'savored', 'using', 'kit', 'ingredientsbr', 'kid', 'biggest', 'kick', 'taco', 'koolaid', 'hitch', 'sell', 'date', 'within', 'month', 'donated', 'box', 'local', 'food', 'pantry', 'hoping', 'pleasant', 'changebr', 'thanks', 'alan', 'idaho', 'providing', 'detailed', 'direction', 'belowbr', 'direction', 'need', 'lean', 'ground', 'beef', 'shredded', 'cheddar', 'mexican', 'blend', 'cheese', 'chopped', 'lettuce', 'tomato', 'sour', 'cream', 'complete', 'meal', 'doe', 'include', 'flour', 'tortilla', 'soft', 'taco', 'hard', 'taco', 'shell', 'breakage', 'seasoning', 'meat', 'tiny', 'package', 'salsa', 'unsweetended', 'koolaid', 'brown', 'meat', 'drain', 'water', 'seasoning', 'boil', 'simmer', 'minute', 'meanwhile', 'crisp', 'hard', 'shell', 'oven', 'warm', 'soft', 'shell', 'removed', 'foil', 'packaging', 'microwave', 'total', 'prep', 'time', 'minute']"
331529,o brown ms o khannahbrown,"['temple', 'heaven', 'gunpowder', 'green', 'premium', 'numi', 'lowcaffeine', 'green', 'certified', 'organic', 'kosherbr', 'manufacturer', 'say', 'better', 'ever', 'could', 'whole', 'leaf', 'temple', 'heaven', 'gunpowder', 'green', 'gently', 'steamed', 'within', 'hour', 'plucked', 'skillfully', 'hand', 'rolled', 'small', 'tight', 'pearl', 'process', 'preserve', 'delicate', 'flavor', 'aroma', 'longer', 'green', 'tea', 'steeped', 'water', 'leaf', 'unfurl', 'releasing', 'wellrounded', 'fullbodied', 'flavor', 'rich', 'fluoride', 'calcium', 'antioxidant', 'little', 'caffeine', 'perfect', 'choice', 'greet', 'eveningbr', 'like', 'numi', 'tea', 'ityou', 'wont', 'sorry', 'numi', 'love', 'green', 'want', 'green', 'drink', 'evening', 'think', 'could', 'find', 'better', 'source', 'numibr']"
331732,sarah,"['plum', 'puff', 'little', 'flavor', 'happybaby', 'puff', 'also', 'color', 'food', 'flavoring', 'puff', 'purple', 'one', 'sometimes', 'sticky', 'finger', 'sweaty', 'hand', 'mindful', 'white', 'carpet', 'type', 'parent', 'kind', 'enough', 'child', 'couch', 'delusion', 'wont', 'crush', 'grind', 'surface', 'saying', 'taste', 'good', 'puffed', 'piece', 'grain', 'portable', 'finger', 'food', 'container', 'make', 'easy', 'storage']"
331790,david,"['honey', 'dijon', 'flavor', 'okay', 'flavor', 'girlfriend', 'thought', 'left', 'aftertaste', 'aftertaste', 'sort', 'like', 'cheese', 'presumably', 'folk', 'like', 'fancy', 'cheese', 'eater', 'lingers', 'least', 'hour', 'give', 'flavor', 'rating', 'star', 'also', 'tried', 'cheddar', 'flavor', 'star', 'liked', 'better', 'didnt', 'leave', 'longlingering', 'aftertastebr', 'give', 'consistency', 'chip', 'star', 'chip', 'crunchy', 'also', 'greasy', 'enough', 'keep', 'napkin', 'near', 'wash', 'hand', 'eating', 'kettle', 'chip']"
331801,lynrie oh hell no,"['read', 'review', 'ranged', 'splendid', 'awful', 'took', 'plunge', 'like', 'salty', 'tangy', 'flavor', 'never', 'took', 'leap', 'ordered', 'case', 'super', 'price', 'arrived', 'quickly', 'great', 'shape', 'sell', 'date', '2011', 'middle', 'chip', 'something', 'cant', 'live', 'without', 'love', 'crunch', 'color', 'trans', 'little', 'vinegary', 'taste', 'coming', 'grew', 'eating', 'pickled', 'hardboiled', 'egg', 'pickled', 'pig', 'feetbr', 'havent', 'tried', 'deli', 'sandwich', 'cold', 'beer', 'might', 'improve', 'experience']"
331905,linda,"['dont', 'waste', 'money', 'kettle', 'brand', 'potato', 'chip', 'bought', 'case', 'case', 'cheddar', 'sour', 'cream', 'case', 'ended', 'garbage']"
331987,chris,"['kettle', 'chip', 'taste', 'good', 'crispy', 'crunchy', 'enjoy', 'also', 'moreoverits', 'thinly', 'sliced']"
331993,karen,"['finally', 'japanese', 'wafu', 'vinaigrette', 'bought', 'brand', 'street', 'festival', 'washington', 'cherry', 'blossom', 'time', 'year', 'good', 'finger', 'sold', 'bought', 'bottle', 'gave', 'gift', 'couldnt', 'find', 'back', 'home', 'florida', 'family', 'love', 'toasty', 'sesame', 'vinaigrette', 'good', 'mandarin', 'orange', 'salad', 'reheating', 'store', 'bought', 'chinese', 'food', 'making', 'home', 'made', 'chinese', 'food', 'cant', 'wait', 'till', 'order', 'get', 'light', 'cant', 'wait', 'rest', 'shake', 'well', 'refrigerate', 'opening', 'definite', 'foody', 'must', 'find']"
331995,john,"['addicted', 'wafu', 'canada', 'super', 'salad', 'sushibr', 'psyched', 'able', 'amazon']"
332121,jessica,"['satisfied', 'price', 'quality', 'product', 'could', 'find', 'gluten', 'free', 'cheetos', 'store', 'happy', 'find', 'online']"
332329,rebecca of amazon the rebecca review,"['looking', 'sweetener', 'delicious', 'stevia', 'used', 'sweeten', 'cold', 'almost', 'goodbye', 'regular', 'sugar', 'drink', 'taste', 'stevia', 'powderbr', 'unlike', 'artificial', 'sweetener', 'stevia', 'never', 'bitter', 'wont', 'leave', 'nasty', 'aftertaste', 'mouth', 'packet', 'easy', 'carry', 'even', 'notice', 'le', 'craving', 'sugary', 'foodsbr', 'using', 'calorie', 'calorie', 'sweetener', 'gram', 'carbs', 'ahead', 'game', 'every', 'single', 'time', 'packet', 'stevia', 'using', 'le', 'sugar', 'wont', 'even', 'miss', 'itbr', 'rebecca', 'review']"
332722,gary peterson,"['little', 'discovered', 'sobe', 'lifewater', 'drink', 'liked', 'antioxidant', 'additive', 'well', 'vitamin', 'zero', 'calorie', 'suit', 'well', 'flavor', 'good', '20ounce', 'size', 'bottle', 'need', 'well', 'take', 'along', 'daily', 'walk', 'right', 'amount', 'first', 'black', 'blue', 'berry', 'variety', 'liked', 'today', 'yumberry', 'pomegranate', 'variety', 'like', 'better', 'nice', 'refreshing', 'drinkbr', 'gary', 'peterson']"
332766,o brown ms o khannahbrown,"['tazo', 'assorted', 'black', 'green', 'tea', 'herbal', 'infusion', 'includes', 'eachbr', 'awake', 'plain', 'ordinary', 'black', 'little', 'bitterbr', 'calm', 'nice', 'chamomile', 'teabr', 'chai', 'black', 'okay', 'chai', 'black', 'caffeinebr', 'china', 'green', 'tip', 'great', 'green', 'experience', 'tazos', 'best', 'natural', 'flavoringsbr', 'decaffeinated', 'chai', 'okay', 'chai', 'black', 'without', 'caffeinebr', 'earl', 'grey', 'black', 'disappointing', 'perfumy', 'intense', 'black', 'experiencebr', 'lotus', 'decaf', 'green', 'lotus', 'flower', 'favorite', 'tazosbr', 'passion', 'herbal', 'infusion', 'hibiscusy', 'intense', 'caffeinefree', 'luxuriousbr', 'wild', 'sweet', 'orange', 'orange', 'herbal', 'complex', 'overtone', 'perhapsbr', 'mild', 'relaxed', 'green', 'teabr', 'ingredient', 'include', 'black', 'green', 'hibiscus', 'flower', 'chamomile', 'flower', 'lemongrass', 'citric', 'acid', 'natural', 'flavor', 'spearmint', 'leaf', 'blackberry', 'leaf', 'cinnamon', 'rooibos', 'ginger', 'root', 'rose', 'hip', 'orange', 'peel', 'rose', 'petal', 'licorice', 'root', 'safflower', 'black', 'pepper', 'lemon', 'verbena', 'leaf', 'cardamom', 'clove', 'peppermint', 'leaf', 'chicory', 'sarsaparilla', 'root', 'lemon', 'balm', 'leaf', 'star', 'anise', 'poppy', 'flowersbr', 'tazo', 'interesting', 'company', 'make', 'super', 'premium', 'tea', 'socially', 'responsible', 'based', 'portland', 'motto', 'reincarnation', 'tazo', 'owned', 'starbucks', 'site', 'quirky', 'zentype', 'focus', 'definitely', 'worth', 'checking', 'unclear', 'though', 'site', 'many', 'ingredient', 'organic', 'kosher', 'natural', 'flavor', 'teasthis', 'wording', 'seems', 'little', 'vague', 'super', 'premium', 'general', 'flavoring', 'added', 'preferring', 'subtleness', 'authentic', 'taste', 'real', 'thingbr', 'overall', 'green', 'tea', 'seem', 'good', 'herbal', 'infusion', 'fine', 'black', 'tea', 'tend', 'turn', 'bitter', 'dont', 'brew', 'brieflyeven', 'bitter', 'overtone', 'tazos', 'assortment', 'tazo', 'tea', 'general', 'finebetter', 'premium', 'tea', 'like', 'stash', 'celestial', 'seasoningsbut', 'anywhere', 'near', 'good', 'numi', 'aspen', 'super', 'premium', 'tea', 'made', 'real', 'ingredient', 'minus', 'flavoring', 'used', 'high', 'quality', 'tea', 'tazo', 'attempt', 'disappointsso', 'overall', 'tazo', 'assorted', 'get', 'review', 'rounding', 'since', 'many', 'people', 'seem', 'enjoy', 'tea', 'clear', 'minority', 'experience', 'drinking', 'commercial', 'tea', 'lower', 'quality', 'doubt', 'tazos', 'tea', 'appeal', 'great', 'improvement', 'variety', 'many', 'interesting', 'experience', 'dont', 'enjoy', 'tazos', 'tea', 'though', 'know', 'many', 'many', 'tea', 'made', 'real', 'ingredient', 'tea', 'cost', 'fraction', 'thing', 'looking', 'forbr']"
332768,rebecca of amazon the rebecca review,"['first', 'tazo', 'experience', 'included', 'interesting', 'item', 'friend', 'packet', 'tazo', 'green', 'ginger', 'slightly', 'bitter', 'delicious', 'orange', 'blossom', 'honeybr', 'assorted', 'teasbr', 'awake', 'keep', 'awakebr', 'calm', 'chamomilebr', 'china', 'green', 'tipsbr', 'earl', 'grey', 'perfumedbr', 'tazo', 'chai', 'spicybr', 'passion', 'hibiscus', 'flower', 'orange', 'calming', 'blendbr', 'decaffeinated', 'tazo', 'chaibr', 'wild', 'sweet', 'orange', 'really', 'delicious', 'blended', 'lotus', 'poured', 'icebr', 'lotusbr', 'nice', 'alternative', 'black', 'lemon', 'verbenabr', 'spearmint', 'lemongrass', 'twistbr', 'ingredient', 'include', 'black', 'green', 'hibiscus', 'flower', 'chamomile', 'flower', 'lemongrass', 'spearmint', 'leaf', 'blackberry', 'leaf', 'cinnamon', 'rooibos', 'gingerroot', 'rose', 'hip', 'orange', 'peel', 'rose', 'petal', 'licorice', 'root', 'safflower', 'black', 'pepper', 'lemon', 'verbena', 'leaf', 'cardamom', 'clove', 'peppermint', 'leaf', 'chicory', 'sarsaparilla', 'root', 'lemon', 'balm', 'leaf', 'star', 'anise', 'poppy', 'flowersbr', 'ounce', 'water', 'bag', 'experience', 'drink', 'tea', 'transcend', 'reality', 'moment', 'time', 'truth', 'need', 'tea', 'tea', 'even', 'evoke', 'sense', 'wonderbr', 'warning', 'highly', 'addictive', 'tea', 'taste', 'tea', 'want', 'forever', 'search', 'tazo', 'tea', 'fortunately', 'enough', 'blend', 'entertain', 'yearsbr', 'rebecca', 'review']"
332881,mary,"['cant', 'handle', 'caffiene', 'love', 'robust', 'flavor', 'dark', 'roast', 'coffee', 'love', 'coffee', 'drink', 'decaf', 'french', 'roast', 'worked', 'great']"
333075,david,"['high', 'quality', 'jasmine', 'rice', 'aroma', 'texture', 'taste', 'superb', 'come', 'vacuum', 'packed', 'stamped', 'freshness', 'date', 'well', 'worth', 'modest', 'premium', 'price', 'excellent', 'product', 'like', 'support', 'fair', 'trade', 'organic', 'movement', 'time']"
333111,lisa,"['letting', 'review', 'onewoof', 'woof', 'crunch', 'crunch', 'grrrrrrrr', 'away', 'woof', 'crunch', 'crunchbr', 'sooooooi', 'going', 'interpet', 'mean', 'bone', 'yummy', 'favorite', 'treat']"
333160,mike,"['product', 'came', 'like', 'pictured', 'drier', 'liked', 'could', 'fixed', 'mixing', 'flavor', 'dont', 'olive', 'usually', 'fruity', 'taste', 'kill', 'delicate', 'flavor', 'hasbr', 'personally', 'like', 'sweeter', 'probably', 'expected', 'something', 'similar', 'peanut', 'butter', 'sweetness', 'would', 'honey', 'mixbr', 'would', 'likely', 'last', 'time', 'trying', 'walnut', 'butter', 'flavor', 'doe', 'justify', 'price']"
333220,linda,"['bought', 'goji', 'raspberry', 'purple', 'acai', 'blueberry', 'white', 'mangosteen', 'peach', 'tea', 'first', 'came', 'market', 'three', 'enjoy', 'purple', 'acai', 'blueberry', 'best', 'goji', 'raspberry', 'also', 'quite', 'enjoyable', 'main', 'difference', 'perceived', 'sweetness', 'dont', 'like', 'fruity', 'tea', 'raspberry', 'flavor', 'seems', 'come', 'sweeter', 'blueberry', 'dont', 'sugar', 'tea', 'great', 'might', 'preferred', 'many', 'smell', 'green', 'fruity', 'background', 'good', 'color', 'pleasant', 'taste', 'artificial', 'putoff', 'whatsoever', 'important', 'however', 'surely', 'people', 'enjoy', 'strong', 'artificially', 'flavored', 'tea', 'particularly', 'colorful', 'berry', 'mix']"
333285,o brown ms o khannahbrown,"['mellow', 'bush', 'premium', 'numi', 'herbal', 'caffeinefree', 'certified', 'organic', 'kosherbr', 'manufacturer', 'say', 'better', 'ever', 'could', 'grown', 'high', 'desert', 'region', 'cederberg', 'mountain', 'shoot', 'rooibos', 'hand', 'gathered', 'south', 'african', 'generation', 'prepared', 'like', 'traditional', 'undergoing', 'meticulous', 'drying', 'oxidation', 'cutting', 'organic', 'mellow', 'bush', 'earthy', 'vanilla', 'taste', 'pleasing', 'orange', 'color', 'hint', 'autumn', 'straw', 'antioxidant', 'level', 'comparable', 'green', 'rooibos', 'caffeine', 'rich', 'mineral', 'tannin', 'relaxing', 'nerve', 'wonder', 'call', 'miracle', 'discover', 'wonder', 'rooibos', 'invitationbr', 'husband', 'favorite', 'pure', 'premium', 'rooibos', 'havent', 'tasted', 'rooibos', 'pleasant', 'earthy', 'herbal', 'flavor', 'people', 'likebr', 'like', 'numi', 'tea', 'ityou', 'wont', 'sorry', 'numi', 'love', 'rooibos', 'think', 'could', 'find', 'better', 'source', 'numibr']"
333337,lynrie oh hell no,"['never', 'fails', 'phase', 'milk', 'spoil', 'never', 'enough', 'around', 'allows', 'make', 'ituse', 'needed', 'sale', 'price', 'thirty', 'five', 'buck', 'super', 'saver', 'free', 'shipping', 'cost', 'effective', 'help', 'hand', 'winter', 'storm', 'made', 'milk', 'bread', 'egg', 'hard', 'find', 'didnt', 'need', 'lookingbr', 'taste', 'better', 'cold', 'mix', 'easilyno', 'complaint']"
333401,david,"['purchased', 'bone', 'local', 'supermarket', 'gave', 'boxer', 'walked', 'house', 'literally', 'make', 'coffee', 'devoured', 'bone', 'surprise', 'packaging', 'clearly', 'say', 'long', 'last', 'chew', 'satisfies', 'dog', 'instintive', 'urge', 'chew', 'didnt', 'think', 'anything', 'hour', 'later', 'walk', 'regurgitated', 'twice', 'checked', 'vomit', 'sure', 'enough', 'shard', 'bone', 'inside', 'stuff', 'sharp', 'actually', 'latex', 'glove', 'careful', 'could', 'glove', 'damage', 'dog', 'stomach', 'colon', 'intestine', 'andor', 'esophogus', 'product', 'taken', 'market', 'sold', 'disclaimer', 'product', 'packaging', 'natural', 'product', 'prone', 'splintering', 'kidding', 'monitoring', 'regurgitated', 'time', 'since', 'still', 'sure', 'need', 'gave', 'pumpkin', 'coat', 'stomach', '3slices', 'white', 'bread', 'read', 'help', 'pas', 'shard', 'stomach', 'company', 'would', 'sell', 'product', 'beyond', 'american', 'made', 'item', 'lack', 'quality', 'sell', 'america', 'appalled', 'even', 'sold', 'shelf', 'stay', 'away', 'read', 'negative', 'review', '3500', 'stomach', 'surgery', 'chance', 'fatality', 'worth', 'risk', 'life', 'loved', 'family', 'member', 'bone', 'absolutely', 'purchase', 'unsafe']"
333451,gary peterson,"['several', 'year', 'wife', 'decided', 'many', 'soft', 'drink', 'diet', 'quit', 'drinking', 'sugarbased', 'drink', 'long', 'still', 'consuming', 'artificiallysweetened', 'drink', 'well', 'theyre', 'chemical', 'concoction', 'designed', 'resemble', 'traditional', 'soft', 'drink', 'pretty', 'good', 'excess', 'calorie', 'eliminated', 'worried', 'listed', 'ingredient', 'quality', 'water', 'safe', 'well', 'people', 'would', 'think', 'lingering', 'doubt', 'started', 'drinking', 'variety', 'bottled', 'water', 'wife', 'found', 'several', 'acceptable', 'herbr', 'year', 'discovered', 'case', 'crystal', 'geyser', 'sparkling', 'mineral', 'water', 'local', 'warehouse', 'store', 'grew', 'like', 'quite', 'well', 'bottle', 'ounce', 'came', 'four', 'lightly', 'flavored', 'variety', 'carbonated', 'suited', 'drinking', 'taste', 'quite', 'well', 'chilled', 'bottle', 'crisp', 'refreshing', 'four', 'flavor', 'clear', 'favorite', 'natural', 'lime', 'flavor', 'delicious', 'cant', 'seem', 'without', 'find', 'soft', 'drink', 'sickeningly', 'sweetbr', 'gary', 'peterson']"
333553,amanda,"['taste', 'nasty', 'maybe', 'dont', 'like', 'sage', 'made']"
333598,stephanie,"['bought', 'health', 'food', 'store', 'thought', 'looked', 'interesting', 'name', 'description', 'really', 'pulled', 'well', 'picture', 'first', 'confused', 'taste', 'reminded', 'realized', 'reminded', 'pink', 'necco', 'mint', 'dont', 'drink', 'sugar', 'think', 'wouldve', 'made', 'overbearing', 'however', 'drinking', 'every', 'week', 'finding', 'almost', 'like', 'chore', 'love', 'health', 'benefit', 'actually', 'helped', 'feel', 'pretty', 'good', 'drinking', 'taste', 'becoming', 'overbearing', 'mentioned', 'early', 'review', 'taste', 'reminiscent', 'pink', 'necco', 'mint', 'minus', 'mint', 'part', 'course', 'hard', 'awhile', 'necco', 'taste', 'begin', 'remind', 'chalk', 'definitely', 'chalky', 'flavor', 'still', 'continue', 'drink', 'gone', 'dont', 'think', 'buying', 'unless', 'sort', 'miraculous', 'effect', 'later', 'still', 'worth', 'nice', 'first']"
